"","sim","fold","alg","r","lhat"
"434","TCGA","5","rrLDA","14","0.195652173913043"
"435","TCGA","5","rrLDA","15","0.195652173913043"
"436","TCGA","5","rrLDA","16","0.195652173913043"
"437","TCGA","5","rrLDA","18","0.195652173913043"
"438","TCGA","5","rrLDA","19","0.195652173913043"
"439","TCGA","5","rrLDA","21","0.195652173913043"
"440","TCGA","5","rrLDA","23","0.195652173913043"
"441","TCGA","5","rrLDA","24","0.195652173913043"
"442","TCGA","5","rrLDA","26","0.195652173913043"
"443","TCGA","5","rrLDA","29","0.195652173913043"
"444","TCGA","5","rrLDA","31","0.195652173913043"
"445","TCGA","5","rrLDA","34","0.173913043478261"
"446","TCGA","5","rrLDA","36","0.173913043478261"
"447","TCGA","5","rrLDA","39","0.173913043478261"
"448","TCGA","5","rrLDA","43","0.173913043478261"
"449","TCGA","5","rrLDA","46","0.195652173913043"
"450","TCGA","5","rrLDA","50","0.217391304347826"
"451","TCGA","6","rrLDA","1","0.173913043478261"
"452","TCGA","6","rrLDA","2","0.173913043478261"
"453","TCGA","6","rrLDA","3","0.173913043478261"
"454","TCGA","6","rrLDA","4","0.173913043478261"
"455","TCGA","6","rrLDA","5","0.173913043478261"
"456","TCGA","6","rrLDA","6","0.173913043478261"
"457","TCGA","6","rrLDA","7","0.173913043478261"
"458","TCGA","6","rrLDA","8","0.173913043478261"
"459","TCGA","6","rrLDA","9","0.173913043478261"
"460","TCGA","6","rrLDA","10","0.173913043478261"
"461","TCGA","6","rrLDA","11","0.173913043478261"
"462","TCGA","6","rrLDA","12","0.173913043478261"
"463","TCGA","6","rrLDA","13","0.173913043478261"
"464","TCGA","6","rrLDA","14","0.173913043478261"
"465","TCGA","6","rrLDA","15","0.173913043478261"
"466","TCGA","6","rrLDA","16","0.173913043478261"
"467","TCGA","6","rrLDA","18","0.173913043478261"
"468","TCGA","6","rrLDA","19","0.173913043478261"
"469","TCGA","6","rrLDA","21","0.173913043478261"
"470","TCGA","6","rrLDA","23","0.173913043478261"
"471","TCGA","6","rrLDA","24","0.173913043478261"
"472","TCGA","6","rrLDA","26","0.173913043478261"
"473","TCGA","6","rrLDA","29","0.173913043478261"
"474","TCGA","6","rrLDA","31","0.173913043478261"
"475","TCGA","6","rrLDA","34","0.173913043478261"
"476","TCGA","6","rrLDA","36","0.173913043478261"
"477","TCGA","6","rrLDA","39","0.173913043478261"
"478","TCGA","6","rrLDA","43","0.173913043478261"
"479","TCGA","6","rrLDA","46","0.173913043478261"
"480","TCGA","6","rrLDA","50","0.173913043478261"
"481","TCGA","7","rrLDA","1","0.173913043478261"
"482","TCGA","7","rrLDA","2","0.173913043478261"
